question_id,sct_stem,question,additional_info,-2,-1,0,1,2,source,Student Raw Count -2,Student Raw Count -1,Student Raw Count 0,Student Raw Count 1,Student Raw Count 2,Student Average Response
342,A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month.,If you were thinking of a diagnosis of:    Bulimia,And then you discover: The patient has an upcoming high school cheerleading tryout,0.0,0.0,1.0,8.0,2.0,Open Medical SCT,,,,,,
343,A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month.,If you were thinking of a diagnosis of:    Pregnancy,And then you discover: The patient recently ended her last menstrual cycle 23 days ago,0.0,6.0,4.0,1.0,0.0,Open Medical SCT,,,,,,
344,"A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month. You elicit further history from the parents and the patient.  The patient has recently been promoted to the varsity, competitive cheer squard. Due to her short stature and petite size, she has been selected to be a flyer and top to one of their stunt pyramids.",If you were considering the following laboratory study:     A rapid urine HCG test,And then you find: The patient denies sexual activity,0.0,1.0,10.0,0.0,0.0,Open Medical SCT,,,,,,
345,"A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month. You elicit further history from the parents and the patient.  The patient has recently been promoted to the varsity, competitive cheer squard. Due to her short stature and petite size, she has been selected to be a flyer and top to one of their stunt pyramids.",If you were considering the following laboratory study:     A electrocardiogram,And then you find: A resting heartrate of 51,0.0,1.0,2.0,5.0,3.0,Open Medical SCT,,,,,,
346,"A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month. You elicit further history from the parents and the patient.  The patient has recently been promoted to the varsity, competitive cheer squard. Due to her short stature and petite size, she has been selected to be a flyer and top to one of their stunt pyramids.",If you were considering the following laboratory study:     A prealbumin level,And then you find: Lanugo on the patientâs trunk,0.0,0.0,0.0,6.0,5.0,Open Medical SCT,,,,,,
347,"A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month. You elicit further history from the parents and the patient.  The patient has recently been promoted to the varsity, competitive cheer squard. Due to her short stature and petite size, she has been selected to be a flyer and top to one of their stunt pyramids. After speaking to the adolescent privately, she admits to vomiting on purpose after meals and at times skipping meals to lose weight. She also admits she has been exercising 2-3 hours daily to assure she is in top form for her cheerleading team. She also admits to feeling overweight as compared to her cheerleading peers.",If you were thinking of:     Discussing your concerns of bulimia and anorexia with her parents,And then you discover: She has asked you to keep her behaviors in confidence,3.0,1.0,6.0,0.0,1.0,Open Medical SCT,,,,,,
348,"A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month. You elicit further history from the parents and the patient.  The patient has recently been promoted to the varsity, competitive cheer squard. Due to her short stature and petite size, she has been selected to be a flyer and top to one of their stunt pyramids. After speaking to the adolescent privately, she admits to vomiting on purpose after meals and at times skipping meals to lose weight. She also admits she has been exercising 2-3 hours daily to assure she is in top form for her cheerleading team. She also admits to feeling overweight as compared to her cheerleading peers.",If you were thinking of:    Admitting her to the inpatient service to begin slow re-feeding,And then you discover: Her sodium level is 132,0.0,1.0,3.0,1.0,6.0,Open Medical SCT,,,,,,
349,"A sixteen-year-old female presents to her primary care provider with her parents for concerns of vomiting following meals for the past month. You elicit further history from the parents and the patient.  The patient has recently been promoted to the varsity, competitive cheer squard. Due to her short stature and petite size, she has been selected to be a flyer and top to one of their stunt pyramids. After speaking to the adolescent privately, she admits to vomiting on purpose after meals and at times skipping meals to lose weight. She also admits she has been exercising 2-3 hours daily to assure she is in top form for her cheerleading team. She also admits to feeling overweight as compared to her cheerleading peers.",If you were thinking of:     Referring her to an eating disorder expert in the psychiatry department,And then you discover: The patient does not feel she has a problem and promises to stop after the competitive cheer season,0.0,0.0,8.0,1.0,2.0,Open Medical SCT,,,,,,
350,A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F,If you were thinking of:    Viral infection,And then you find: bulging anterior fontanelle (or petchiae),2.0,5.0,2.0,1.0,0.0,Open Medical SCT,,,,,,
351,A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F,If you were thinking of:    Bacterial infection,And then you find: copious clear nasal secretions,2.0,5.0,2.0,1.0,0.0,Open Medical SCT,,,,,,
352,A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F,If you were thinking of:    HSV infection,And then you find: vesicular rash on erythematous base,2.0,5.0,2.0,1.0,0.0,Open Medical SCT,,,,,,
353,A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F. You elicit further history from the parents.  The mother reports that the infant was born at 33 weeks gestation and was just released from the neonatal intensive care unit 3 days ago.,"If you were considering:     Ordering a urine culture
(Ordering a CBC with diff)","And then you find: Urine dip negative for nitrates
(Maternal history of negative group B strep serology)",0.0,2.0,8.0,0.0,0.0,Open Medical SCT,,,,,,
354,A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F. You elicit further history from the parents.  The mother reports that the infant was born at 33 weeks gestation and was just released from the neonatal intensive care unit 3 days ago.,If you were considering:     Ordering a chest radiograph,And then you find: Respirtaory rate of 62 at rest with no retractions,0.0,0.0,3.0,4.0,3.0,Open Medical SCT,,,,,,
355,A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F. You elicit further history from the parents.  The mother reports that the infant was born at 33 weeks gestation and was just released from the neonatal intensive care unit 3 days ago.,If you were considering:     Performing a lumbar puncture,And then you find: The patient has a positive rapid  test for respiratory syncytial virus,0.0,5.0,5.0,0.0,0.0,Open Medical SCT,,,,,,
356,"A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F. You elicit further history from the parents.  The mother reports that the infant was born at 33 weeks gestation and was just released from the neonatal intensive care unit 3 days ago. Blood, urine and CSF samples were sent to the laboratory for further evaluation and culture. The patient is admitted to the inpatient service.",If you were thinking of:     Ordering a renal ultrasound,And then you find: No growth of bacteria in the urine culture,9.0,1.0,0.0,0.0,0.0,Open Medical SCT,,,,,,
357,"A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F. You elicit further history from the parents.  The mother reports that the infant was born at 33 weeks gestation and was just released from the neonatal intensive care unit 3 days ago. Blood, urine and CSF samples were sent to the laboratory for further evaluation and culture. The patient is admitted to the inpatient service.",If you were thinking of:    Starting an antiviral medication (acyclovir),And then you find: The child had a brief 1 minute seizure-like episode  in the emergency department,0.0,0.0,0.0,2.0,8.0,Open Medical SCT,,,,,,
358,"A 3-week-old female infant presents to the pediatric emergency department with a 2-hour history of rectal temperature of 101.5F. You elicit further history from the parents.  The mother reports that the infant was born at 33 weeks gestation and was just released from the neonatal intensive care unit 3 days ago. Blood, urine and CSF samples were sent to the laboratory for further evaluation and culture. The patient is admitted to the inpatient service.",If you were thinking of:     Initiating antibiotic therapy,"And then you find: Impaired renal function on basic metabolic panel
(Positive Viral PCR for influenza)",0.0,5.0,4.0,1.0,0.0,Open Medical SCT,,,,,,
